X,Y,FID,GmlID,SCHULNAME,SCHULART,TRAEGER,ZWEIG_01,ZWEIG_02,ZWEIG_03,ZWEIG_04,BEZIRK,ORTSTEIL,F_PLZ,ADRESSE,TELEFON,F_FAX,F_EMAIL,INTERNET,LEITUNG
1479785.9899,6913572.7473,66,s_schulen.12K10,Carl-Bosch-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Reinickendorf,Hermsdorf,13467,Frohnauer Str. 74-80,40584149,40584151,"<a href=""mailto:buero.cabo@t-online.de"">buero.cabo@t-online.de</a>","<A HREF=""http://www.carl-bosch-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Dietmar Weißleder
1477219.9738,6899419.7132,67,s_schulen.05Y04,Carl-Friedrich-von-Siemens-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Spandau,Siemensstadt,13629,Jungfernheideweg 79,34505680,345056833,"<a href=""mailto:mail@c-f-v-siemens-og.de"">mail@c-f-v-siemens-og.de</a>","<A HREF=""http://www.c-f-v-siemens-og.de"" TARGET=""Schulen"">zur Website</a>",Michael Pohl
1494085.8826,6900344.4252,68,s_schulen.03G25,Carl-Humann-Grundschule,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10439,Scherenbergstr. 7,4441580,44719045,"<a href=""mailto:humann-grundschule@gmx.de"">humann-grundschule@gmx.de</a>","<A HREF=""http://www.humann-grundschule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Frank Neumann
1489767.3486,6902231.0442,69,s_schulen.01G32,Carl-Kraemer-Grundschule,Grundschule,Bezirk,Grundschule,,,,Mitte,Gesundbrunnen,13359,Zechliner Str. 4,4998993,49989955,"<a href=""mailto:Carl-Kraemer-Grundschule@t-online.de"">Carl-Kraemer-Grundschule@t-online.de</a>","<A HREF=""http://www.carl-kraemer.be.schule.de"" TARGET=""Schulen"">zur Website</a>",Christine Frank
1479107.667,6887092.4445,70,s_schulen.04G24,Carl-Orff-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Berkaer Str. 9-10,902922809,8254632,"<a href=""mailto:carl-orff-grundschule-bln@cog.cidsnet.de"">carl-orff-grundschule-bln@cog.cidsnet.de</a>","<A HREF=""http://www.carl-orff-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Ursula Riechers
1466596.455,6895679.6971,71,s_schulen.05K02,Carlo-Schmid-Oberschule (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Spandau,Wilhelmstadt,13581,Lutoner Str. 15-19,3519530,35195355,"<a href=""mailto:b.pobloth@cso.name"">b.pobloth@cso.name</a>","<A HREF=""http://www.csoonline.de"" TARGET=""Schulen"">zur Website</a>",Bärbel Pobloth
1469309.6775,6903390.4409,72,s_schulen.05G20,Carl-Schurz-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Hakenfelde,13587,Hakenfelder Str. 32,35599010,355990110,"<a href=""mailto:sekretariat.carl-schurz@t-online.de"">sekretariat.carl-schurz@t-online.de</a>","<A HREF=""http://www.carl-schurz-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Monika Nold-Verheyen
1492623.1393,6880779.7433,73,s_schulen.07G31,Carl-Sonnenschein-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Mariendorf,12109,Am Hellespont 4-6,700767910,700767929,"<a href=""mailto:schulleitung@carl-sonnenschein-gs.de"">schulleitung@carl-sonnenschein-gs.de</a>","<A HREF=""http://www.carl-sonnenschein-gs.de"" TARGET=""Schulen"">zur Website</a>",Jörg Brode
1499809.326,6895049.5838,74,s_schulen.11S07,Carl-von-Linn‚-Schule,Förderschwerp. einschl. beruflichem Teil,Bezirk,Übrige Förderschwerpunkte,Berufsschule mit sonderpäd. Aufgaben,Grundschule,,Lichtenberg,Lichtenberg,10367,Paul-Junius-Str. 15,5050960,50509678,"<a href=""mailto:carl-von-linne-schule.cids@t-online.de"">carl-von-linne-schule.cids@t-online.de</a>","<A HREF=""http://www.linne-schule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Kerstin Kast-Rützel
1491728.183,6903205.1062,75,s_schulen.03Y08,Carl-von-Ossietzky-Gymnasium,Gymnasium,Bezirk,Gymnasien,,,,Pankow,Pankow,13187,Görschstr. 42-44,49400390,49400391,"<a href=""mailto:slcvo@web.de"">slcvo@web.de</a>","<A HREF=""http://www.ossietzky-gym.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Bernd Schönenberger
1492318.6456,6889418.5482,76,s_schulen.02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10961,Blücherstr. 46-47,2250277111,2250277115,"<a href=""mailto:verwaltung@cvo-berlin.de"">verwaltung@cvo-berlin.de</a>","<A HREF=""http://www.cvo-berlin.de"" TARGET=""Schulen"">zur Website</a>",Anett Burow
1492141.475,6871676.7291,77,s_schulen.07K02,Carl-Zeiss-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Tempelhof-Schöneberg,Lichtenrade,12305,Barnetstr. 12-14,902778206,902778209,"<a href=""mailto:sekretariat@carl-zeiss-oberschule.de"">sekretariat@carl-zeiss-oberschule.de</a>","<A HREF=""http://www.carl-zeiss-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Dr. Stephan Zapfe
1512741.0118,6897371.1491,78,s_schulen.10K07,Caspar-David-Friedrich-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Marzahn-Hellersdorf,Hellersdorf,12629,Alte Hellersdorfer Str. 7,5634354,56294021,"<a href=""mailto:cdf-schulsekretariat@web.de"">cdf-schulsekretariat@web.de</a>","<A HREF=""http://cdf-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Gabriele Müller
1483661.6124,6889802.5089,79,s_schulen.04G25,Cecilien-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Wilmersdorf,10717,Nikolsburger Platz 5,8639050,86390570,"<a href=""mailto:04G25@cecilie.cidsnet.de"">04G25@cecilie.cidsnet.de</a>","<A HREF=""http://www.cecilie.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Marianne Könnecke
1487024.9316,6909653.1473,80,s_schulen.12G27,Chamisso-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Märkisches Viertel,13435,Senftenberger Ring 27,40716257,4152050,"<a href=""mailto:chamisso-gs@t-online.de"">chamisso-gs@t-online.de</a>","<A HREF=""http://www.chamisso-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Bernd Gürgen
1473597.4913,6892671.3928,81,s_schulen.04G15,Charles-Dickens-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Westend,14055,Dickensweg 15,30328680,303286819,"<a href=""mailto:verwaltung@charles-dickens-gs.de"">verwaltung@charles-dickens-gs.de</a>","<A HREF=""http://www.charles-dickens-gs.de"" TARGET=""Schulen"">zur Website</a>",Frank Effenberger
1487787.7264,6908896.5223,82,s_schulen.12G32,Charlie-Chaplin-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Märkisches Viertel,13439,Wilhelmsruher Damm 90-94,4167676,40716619,"<a href=""mailto:charlie-chaplin.grundschule@t-online.de"">charlie-chaplin.grundschule@t-online.de</a>","<A HREF=""http://www.chaplin.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Annett Donath
1469295.953,6898966.453,83,s_schulen.05G27,Charlie-Rivel-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Spandau,13585,Flankenschanze 20,3537230,35372324,"<a href=""mailto:info@charlie-rivel.cidsnet.de"">info@charlie-rivel.cidsnet.de</a>","<A HREF=""http://www.charlie-rivel-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Peter Mosler
1494371.3206,6895110.7752,84,s_schulen.01S07,Charlotte-Pfeffer-Schule,"Förderschwerp. ""Geistige Entwicklung""",Bezirk,"Förderschwerp.""Geistige Entwicklung""",,,,Mitte,Mitte,10178,Berolinastr. 8,2465740,24657428,"<a href=""mailto:arno-fuchs-schule-mitte@gmx.de"">arno-fuchs-schule-mitte@gmx.de</a>","<A HREF=""http://www.arno-fuchs-schule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",komm. Monika Fürnkranz-Kluge
1489663.3328,6889319.6002,85,s_schulen.02G13,Charlotte-Salomon-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10965,Großbeerenstr. 40,50587511,50587515,"<a href=""mailto:buero@salomon.cidsnet.de"">buero@salomon.cidsnet.de</a>","<A HREF=""http://www.charlotte-salomon-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Rosemarie Stetten
1480931.766,6892514.5408,86,s_schulen.04A04,Charlotte-Wolff-Kolleg,Volkshochschul-Kolleg,Bezirk,Volkshochschul-Kolleg,,,,Charlottenburg-Wilmersdorf,Charlottenburg,10627,Pestalozzistr. 40-41,902928825,902928858,"<a href=""mailto:sekretariat@charlotte-wolff-kolleg.de"">sekretariat@charlotte-wolff-kolleg.de</a>","<A HREF=""http://www.charlotte-wolff-kolleg.de"" TARGET=""Schulen"">zur Website</a>",Dieter Dorow
1466002.5492,6895056.2512,87,s_schulen.05G22,Christian-Morgenstern-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Staaken,13593,Räcknitzer Steig 12,3647930,36479320,"<a href=""mailto:christian-morgenstern-gs.cids@t-online.de"">christian-morgenstern-gs.cids@t-online.de</a>","<A HREF=""http://www.christian-morgenstern-grundschule."" TARGET=""Schulen"">zur Website</a>",Michael Ozdoba
1468654.0389,6894697.8007,88,s_schulen.05G05,Christoph-Földerich-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Wilhelmstadt,13595,Földerichplatz 5,36208530,362085324,"<a href=""mailto:chr.foelderich.schule.cids@t-online.de"">chr.foelderich.schule.cids@t-online.de</a>","<A HREF=""http://www.foelle.schule-berlin.net"" TARGET=""Schulen"">zur Website</a>",Horst John
1495561.9987,6876556.4915,89,s_schulen.08G26,Christoph-Ruden-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Buckow,12349,An den Achterhöfen 13,7421014,74377997,"<a href=""mailto:berlin-08G26@versanet.de"">berlin-08G26@versanet.de</a>","<A HREF=""http://www.christoph-ruden-schule.de"" TARGET=""Schulen"">zur Website</a>",Antonia Pienkny
1492630.8285,6892417.9884,90,s_schulen.01G10,City-Grundschule,Grundschule,Bezirk,Grundschule,,,,Mitte,Mitte,10179,Sebastianstr. 57,28449060,28449070,"<a href=""mailto:info@city-grundschule.de"">info@city-grundschule.de</a>","<A HREF=""http://www.city-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Hans-Joachim Schmidt
1489993.2693,6891222.9862,91,s_schulen.02G32,Clara-Grunwald-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10963,Hallesche Str. 24,81888311,81888315,"<a href=""mailto:clara-grunwald-gs@gmx.de"">clara-grunwald-gs@gmx.de</a>","<A HREF=""http://www.clara-grunwald.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",komm. Angelika Gusinda
1501557.374,6876251.4871,92,s_schulen.08K05,Clay-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Neukölln,Rudow,12355,Bildhauerweg 9,660040,66004200,"<a href=""mailto:schulleitung@clay-schule.de"">schulleitung@clay-schule.de</a>","<A HREF=""http://www.clay-schule.de"" TARGET=""Schulen"">zur Website</a>",Hartwig Beier
1479787.5541,6878925.4789,93,s_schulen.06G25,Clemens-Brentano-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lichterfelde,12205,Kommandantenstr. 83-84,84416460,84416470,"<a href=""mailto:schulleitung-brentano@versanet.de"">schulleitung-brentano@versanet.de</a>","<A HREF=""http://www.c-brentano-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Elke Korth
1482589.9126,6888951.043,94,s_schulen.04S07,Comenius-Schule,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,"Förderschwerp.""Lernen""",Berufsschule mi,Charlottenburg-Wilmersdorf,Wilmersdorf,10713,Gieselerstr. 4,8649950,86499518,"<a href=""mailto:comenius-schulleitung@t-online.de"">comenius-schulleitung@t-online.de</a>","<A HREF=""http://www.schule-comenius.de"" TARGET=""Schulen"">zur Website</a>",Ursula Glitz
1463493.5596,6875482.8313,95,s_schulen.06G05,Conrad-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Wannsee,14109,Schulstr. 4,902996926,902996976,"<a href=""mailto:info@conrad-schule.de"">info@conrad-schule.de</a>","<A HREF=""http://www.conrad-schule.de"" TARGET=""Schulen"">zur Website</a>",Dr. Hans-Gerrit Plessen
1496737.1638,6892915.8915,96,s_schulen.02Y05,Dathe-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Friedrichshain-Kreuzberg,Friedrichshain,10243,Helsingforser Str. 11-13,2936063,293606415,"<a href=""mailto:sek@dathe-oberschule.cidsnet.de"">sek@dathe-oberschule.cidsnet.de</a>","<A HREF=""http://www.dathe-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Helmke Schulze
1489287.8702,6900221.5579,97,s_schulen.01Y09,Diesterweg-Schule (Gymnasium),Gymnasium,Bezirk,Gymnasien,,,,Mitte,Gesundbrunnen,13357,Böttgerstr. 2-6,46309620,46309630,"<a href=""mailto:sekretariat@diesterweg.cidsnet.de"">sekretariat@diesterweg.cidsnet.de</a>","<A HREF=""http://www.diesterweg.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Brigitte Burchardt
1476210.5691,6894921.076,98,s_schulen.04G05,Dietrich-Bonhoeffer-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Westend,14050,Spandauer Damm 205-215,303284510,3032845129,"<a href=""mailto:dibog.sek@t-online.de"">dibog.sek@t-online.de</a>","<A HREF=""http://www.dietrichbonhoeffergrundschule.cids"" TARGET=""Schulen"">zur Website</a>",Christel Hirschmann-Flegel
1467802.5741,6876492.0499,99,s_schulen.06G09,Dreilinden-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Nikolassee,14109,Dreilindenstr. 65,8038009,8039224,"<a href=""mailto:sekretariat@dreilinden-grundschule.de"">sekretariat@dreilinden-grundschule.de</a>","<A HREF=""http://www.dreilinden-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Anton Hemsing
1468060.566,6876527.2518,100,s_schulen.06Y04,Dreilinden-Gymnasium,Gymnasium,Bezirk,Gymnasien,,,,Steglitz-Zehlendorf,Nikolassee,14109,Dreilindenstr. 49,8031087,80404350,"<a href=""mailto:sekretariat@dreilinden-gymnasium.de"">sekretariat@dreilinden-gymnasium.de</a>","<A HREF=""http://www.dreilinden-gymnasium.de"" TARGET=""Schulen"">zur Website</a>",Eva-Johanna Carender-Niemeier
1475831.4094,6878042.996,101,s_schulen.06Y02,Droste-Hülshoff-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Steglitz-Zehlendorf,Zehlendorf,14165,Schönower Str. 8,84508466,84508468,"<a href=""mailto:sekretariat@droste-gymnasium-berlin.de"">sekretariat@droste-gymnasium-berlin.de</a>","<A HREF=""http://www.droste-gymnasium-berlin.de"" TARGET=""Schulen"">zur Website</a>",Dr. Elke Wittkowski
1482514.7562,6884674.7718,102,s_schulen.06G15,Dunant-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Steglitz,12163,Gritznerstr. 19-23,79742160,79742170,"<a href=""mailto:sekr@dunant-grundschule.de"">sekr@dunant-grundschule.de</a>","<A HREF=""http://www.dunant-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Ebba Hammerschmidt
1510940.6757,6902753.2068,103,s_schulen.10G05,Ebereschen-Grundschule,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Marzahn,12689,Borkheider Str. 27,9309511,93497955,"<a href=""mailto:ebereschen-gs@hotmail.de"">ebereschen-gs@hotmail.de</a>","<A HREF=""http://ebereschengs.sharepoint.com"" TARGET=""Schulen"">zur Website</a>",Bernd-Roland Fromm
1489506.7397,6881009.1605,104,s_schulen.07Y07,Eckener-Gymnasium,Gymnasium,Bezirk,Gymnasien,,,,Tempelhof-Schöneberg,Mariendorf,12105,Kaiserstr. 17-21,902777448,902777450,"<a href=""mailto:info@eckener-gymnasium.de"">info@eckener-gymnasium.de</a>","<A HREF=""http://www.eckener-gymnasium.de"" TARGET=""Schulen"">zur Website</a>",Dr. Anselm Salinger
1503796.396,6884878.863,105,s_schulen.09G21,Edison-Grundschule,Grundschule,Bezirk,Grundschule,,,,Treptow-Köpenick,Oberschöneweide,12459,Wattstr. 69-70,5350657,5351013,"<a href=""mailto:edisongrundschule@t-online.de"">edisongrundschule@t-online.de</a>","<A HREF=""http://www.edison-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Ingelore Swjetik
1497300.7405,6886970.8237,106,s_schulen.08G18,Eduard-Mörike-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12059,Stuttgarter Str. 35-39,680856890,68895622,"<a href=""mailto:eduard-moerike@freenet.de"">eduard-moerike@freenet.de</a>","<A HREF=""http://eduard-moerike-schule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Ines Rick
1481975.8108,6892704.0667,107,s_schulen.04G01,Eichendorff-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Goethestr. 19,437272270,4372722720,"<a href=""mailto:eichendorff-gs-leitung.berlin@t-online.de"">eichendorff-gs-leitung.berlin@t-online.de</a>","<A HREF=""http://www.eichendorff-grundschule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Petra Orth
1496177.1765,6888165.4501,108,s_schulen.08G05,Elbe-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12045,Elbestr. 11,632250880,68237067,"<a href=""mailto:berlin-08g05@versanet.de"">berlin-08g05@versanet.de</a>","<A HREF=""http://www.elbeschule.de"" TARGET=""Schulen"">zur Website</a>",Sabine Weber
1493646.2149,6906199.6918,109,s_schulen.03G36,Elisabeth-Christinen-Grundschule,Grundschule,Bezirk,Grundschule,,,,Pankow,Niederschönhausen,13156,Lindenberger Str. 12,40058920,40058921,"<a href=""mailto:info@schuleanderstrauchwiese.de"">info@schuleanderstrauchwiese.de</a>","<A HREF=""http://www.ecg.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Gisela Häussler
1492833.9996,6903488.1288,110,s_schulen.03G27,Elizabeth-Shaw-Grundschule,Grundschule,Bezirk,Grundschule,,,,Pankow,Pankow,13187,Grunowstr. 17,49301190,49301199,"<a href=""mailto:info@shaw-grundschule.de"">info@shaw-grundschule.de</a>","<A HREF=""http://www.elizabeth-shaw-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Petra Herre
1473741.1256,6914222.1597,111,s_schulen.12G17,Ellef-Ringnes-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Heiligensee,13503,Stolpmünder Weg 45,417440780,41744078155,"<a href=""mailto:e-r-g-schulsekretariat@t-online.de"">e-r-g-schulsekretariat@t-online.de</a>","<A HREF=""http://www.ellef-ringnes-grundschule.cidsnet."" TARGET=""Schulen"">zur Website</a>",Annedore Waesche
1495941.2522,6894007.135,112,s_schulen.02K01,Ellen-Key-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Friedrichshain-Kreuzberg,Friedrichshain,10243,Rüdersdorfer Str. 20-28,29773060,2977306215,"<a href=""mailto:sek@e.key-os.schule-berlin-fk.de"">sek@e.key-os.schule-berlin-fk.de</a>","<A HREF=""http://www.eko-online.net"" TARGET=""Schulen"">zur Website</a>",Dr. Jörg-Michael Rietz
1498063.202,6891541.8312,113,s_schulen.02K06,Emanuel-Lasker-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Friedrichshain-Kreuzberg,Friedrichshain,10245,Modersohnstr. 53,2910807,29669216,"<a href=""mailto:info@emanuel-lasker-os.cidsnet.de"">info@emanuel-lasker-os.cidsnet.de</a>","<A HREF=""http://www.emanuel-lasker-os.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Thomas Herold
1512696.5032,6880583.8406,114,s_schulen.09Y11,Emmy-Noether-Gymnasium,Gymnasium,Bezirk,Gymnasien,,,,Treptow-Köpenick,Köpenick,12559,Pablo-Neruda-Str. 6-7,6542160,6545061,"<a href=""mailto:sekretariat11os@gmx.net"">sekretariat11os@gmx.net</a>","<A HREF=""http://www.09y11.de"" TARGET=""Schulen"">zur Website</a>",Jürgen Vinzelberg
1494800.2896,6892028.6662,115,s_schulen.02G15,E.-O.-Plauen-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Kreuzberg,10997,Wrangelstr. 136,61784211,61784215,"<a href=""mailto:eoplauen.cids@t-online.de"">eoplauen.cids@t-online.de</a>","<A HREF=""http://www.eoplauen-schule.de"" TARGET=""Schulen"">zur Website</a>",Dagmar Döntgen-Dreissig
1478689.9887,6883405.5195,116,s_schulen.06G04,Erich-Kästner-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Dahlem,14195,Bachstelzenweg 2-8,84414860,84414865,"<a href=""mailto:eks-sekretariat@t-online.de"">eks-sekretariat@t-online.de</a>","<A HREF=""http://erich-kaestner-schule.org"" TARGET=""Schulen"">zur Website</a>",Günter Wagner
1487049.7331,6900272.7541,117,s_schulen.01G41,Erika-Mann-Grundschule,Grundschule,Bezirk,Grundschule,,,,Mitte,Wedding,13347,Utrechter Str. 25-27,45085510,45085511,"<a href=""mailto:schulleitung@erika-mann.de"">schulleitung@erika-mann.de</a>","<A HREF=""http://www.erika-mann-grundschule.com"" TARGET=""Schulen"">zur Website</a>",Karin Babbe
1495802.3258,6888014.8217,118,s_schulen.08Y04,Ernst-Abbe-Schule (Gymnasium),Gymnasium,Bezirk,Gymnasien,,,,Neukölln,Neukölln,12045,Sonnenallee 79,902392423,6233099,"<a href=""mailto:schule@ernst-abbe.de"">schule@ernst-abbe.de</a>","<A HREF=""http://www.ernst-abbe.de"" TARGET=""Schulen"">zur Website</a>",Birgit Nicolas
1476717.8612,6890773.1933,119,s_schulen.04S05,Ernst-Adolf-Eschke-Schule für Gehörlose,Förderschwerp. einschl. beruflichem Teil,Bezirk,Berufsschule mit sonderpäd. Aufgaben,Übrige Förderschwerpunkte,Berufsfachschule,Grundschule,Charlottenburg-Wilmersdorf,Westend,14055,Waldschulallee 29,902925000,902925033,"<a href=""mailto:post@eaeschule.de"">post@eaeschule.de</a>","<A HREF=""http://www.eaeschule.de"" TARGET=""Schulen"">zur Website</a>",Ulrich Möbius
1484447.1184,6887821.9828,120,s_schulen.04G18,Ernst-Habermann-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Babelsberger Str. 24-25,85758945,85758940,"<a href=""mailto:sl.ehg@t-online.de"">sl.ehg@t-online.de</a>","<A HREF=""http://www.ernst-habermann.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Marlies Hantke
1512399.2402,6898933.4697,121,s_schulen.10K02,Ernst-Haeckel-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Marzahn-Hellersdorf,Hellersdorf,12629,Luckenwalder Str. 53,9909332,99285986,"<a href=""mailto:haeckel-os@arcor.de"">haeckel-os@arcor.de</a>","<A HREF=""http://www.haeckel-os.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Jörn-Peter Roloff
1470181.0588,6896557.444,122,s_schulen.05G01,Ernst-Ludwig-Heim-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Spandau,13597,Grunewaldstr. 8,3393870,33938721,"<a href=""mailto:Ernst-Ludwig-Heim-Grundschule@web.de"">Ernst-Ludwig-Heim-Grundschule@web.de</a>","<A HREF=""http://www.e-l-heim.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Marion Bauer
1490950.2398,6898200.8528,123,s_schulen.01K03,Ernst-Reuter-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Mitte,Gesundbrunnen,13355,Stralsunder Str. 57,467779910,467779916,"<a href=""mailto:info@ernst-reuter-oberschule.de"">info@ernst-reuter-oberschule.de</a>","<A HREF=""http://www.ernst-reuter-oberschule.de"" TARGET=""Schulen"">zur Website</a>",Uwe Schurmann
